RecordNo,Index,TopofMind,Unaided,Aided,TotalAwarness,Wykształcenie,Funkcja
2603,7,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2613,7,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,7,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2631,7,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,7,NA,NA,NA,NA,Wyższe,???
2638,7,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,7,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,7,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,7,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,7,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,7,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,7,NA,NA,NA,NA,Średnie ogólne,Właściciel
2688,7,NA,NA,NA,NA,Średnie ogólne,???
2703,7,NA,NA,NA,NA,Wyższe,???
2707,7,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2712,7,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,7,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2719,7,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,7,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,7,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2750,7,NA,NA,NA,NA,Wyższe,Główny agronom
2769,7,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2773,7,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2780,7,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2790,7,NA,NA,NA,NA,Średnie ogólne,???
2795,7,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,7,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,7,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2804,7,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2809,7,NA,NA,NA,NA,Wyższe,???
2815,7,NA,NA,NA,NA,Średnie techniczne,Właściciel
2822,7,NA,NA,NA,NA,Średnie techniczne,Właściciel
2824,7,NA,NA,NA,NA,Średnie techniczne,Właściciel
2832,7,NA,NA,NA,NA,Średnie ogólne,???
2835,7,NA,NA,NA,NA,Średnie techniczne,???
2837,7,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,7,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,7,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,7,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,7,NA,NA,NA,NA,Wyższe,Główny agronom
2879,7,NA,NA,NA,NA,Wyższe,Właściciel
2880,7,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,7,NA,NA,NA,NA,Średnie techniczne,???
2886,7,NA,NA,NA,NA,Wyższe,Główny agronom
1136,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1143,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,8,NA,NA,NA,NA,Wyższe,Właściciel
1151,8,NA,NA,Aronia,NA,Średnie ogólne,Dyrektor / wicedyrektor
1154,8,NA,Śliwki,NA,Śliwki,Średnie techniczne,Agronom – ekspert
1167,8,NA,NA,Maliny,NA,Średnie techniczne,Główny agronom
1191,8,NA,NA,Maliny,NA,Wyższe,Dyrektor / wicedyrektor
1203,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1221,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1233,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1234,8,NA,NA,NA,NA,Wyższe,Główny agronom
1236,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1256,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1261,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1271,8,NA,NA,NA,NA,Średnie ogólne,???
1272,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1286,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1293,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1295,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1319,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1322,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1327,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1356,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1358,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1382,8,NA,NA,NA,NA,Średnie ogólne,???
1393,8,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1404,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1412,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1413,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1430,8,NA,NA,NA,NA,Średnie ogólne,???
1450,8,NA,NA,Maliny,NA,Średnie ogólne,Agronom – ekspert
1469,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1475,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1477,8,NA,NA,Maliny,NA,Średnie ogólne,Główny agronom
1490,8,NA,NA,NA,NA,Średnie techniczne,???
1501,8,NA,NA,NA,NA,Średnie ogólne,???
1503,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,8,NA,NA,Maliny,NA,Średnie ogólne,Agronom – ekspert
1529,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1548,8,NA,NA,Maliny,NA,Średnie ogólne,???
1567,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1578,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1581,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1588,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1591,8,NA,NA,Maliny,NA,Średnie ogólne,Właściciel
1599,8,NA,NA,NA,NA,Średnie ogólne,???
1605,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1634,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1653,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
1666,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1672,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1705,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1712,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1719,8,NA,NA,NA,NA,Średnie ogólne,???
1739,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1740,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1792,8,NA,NA,NA,NA,Wyższe,???
1851,8,NA,NA,Maliny,NA,Średnie ogólne,???
1860,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,8,NA,NA,NA,NA,Średnie ogólne,???
1866,8,NA,NA,NA,NA,Średnie ogólne,???
1870,8,NA,NA,NA,NA,Średnie ogólne,???
1909,8,NA,NA,NA,NA,Średnie ogólne,???
1959,8,NA,NA,NA,NA,Średnie ogólne,???
1971,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
1974,8,NA,NA,NA,NA,Średnie techniczne,???
1978,8,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1984,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1994,8,NA,NA,NA,NA,Wyższe rolnicze,???
2000,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2004,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2019,8,NA,NA,NA,NA,Wyższe,Główny agronom
2024,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,8,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2036,8,NA,NA,NA,NA,Wyższe,Właściciel
2051,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,8,NA,NA,NA,NA,Wyższe,???
2064,8,NA,NA,NA,NA,Średnie techniczne,???
2069,8,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,8,NA,NA,NA,NA,Wyższe,???
2082,8,NA,NA,NA,NA,Wyższe,Główny agronom
2083,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,8,NA,NA,NA,NA,Wyższe,???
2101,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,8,NA,NA,NA,NA,Wyższe,Właściciel
2128,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2138,8,NA,NA,NA,NA,Wyższe,???
2150,8,NA,NA,NA,NA,Wyższe,???
2159,8,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2180,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2196,8,NA,NA,NA,NA,Średnie techniczne,???
2198,8,NA,NA,NA,NA,Wyższe,Właściciel
2209,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2210,8,NA,NA,NA,NA,Wyższe,???
2218,8,NA,NA,NA,NA,Wyższe,???
2223,8,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2231,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,8,NA,NA,NA,NA,Średnie ogólne,???
2269,8,NA,NA,NA,NA,Średnie ogólne,???
2270,8,NA,NA,NA,NA,Wyższe,Właściciel
2283,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2291,8,NA,NA,NA,NA,Wyższe,Główny agronom
2300,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2309,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2311,8,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2316,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2326,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2329,8,NA,NA,NA,NA,Średnie ogólne,???
2341,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2343,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2355,8,NA,NA,NA,NA,Wyższe rolnicze,???
2420,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2422,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,8,NA,NA,NA,NA,Wyższe rolnicze,Inne
2437,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,8,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2442,8,NA,NA,NA,NA,Wyższe rolnicze,???
2446,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2452,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2457,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,8,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2500,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,8,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2520,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2537,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,8,NA,NA,NA,NA,Średnie techniczne,???
2545,8,NA,NA,NA,NA,Wyższe,Główny agronom
2549,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2563,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,8,NA,NA,NA,NA,Średnie techniczne,???
2571,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2574,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2603,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2613,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2631,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,8,NA,NA,NA,NA,Wyższe,???
2638,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,8,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,8,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,8,NA,NA,NA,NA,Średnie ogólne,Właściciel
2688,8,NA,NA,NA,NA,Średnie ogólne,???
2703,8,NA,NA,NA,NA,Wyższe,???
2707,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2712,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2719,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,8,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2750,8,NA,NA,NA,NA,Wyższe,Główny agronom
2769,8,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2773,8,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2780,8,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2790,8,NA,NA,NA,NA,Średnie ogólne,???
2795,8,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,8,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2804,8,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2809,8,NA,NA,NA,NA,Wyższe,???
2815,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2822,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2824,8,NA,NA,NA,NA,Średnie techniczne,Właściciel
2832,8,NA,NA,NA,NA,Średnie ogólne,???
2835,8,NA,NA,NA,NA,Średnie techniczne,???
2837,8,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,8,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,8,NA,NA,NA,NA,Wyższe,Główny agronom
2879,8,NA,NA,NA,NA,Wyższe,Właściciel
2880,8,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,8,NA,NA,NA,NA,Średnie techniczne,???
2886,8,NA,NA,NA,NA,Wyższe,Główny agronom
1136,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1143,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,9,NA,NA,NA,NA,Wyższe,Właściciel
1151,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1154,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1167,9,NA,NA,NA,NA,Średnie techniczne,Główny agronom
1191,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
1203,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1221,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1233,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1234,9,NA,NA,NA,NA,Wyższe,Główny agronom
1236,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1256,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1261,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1271,9,NA,NA,NA,NA,Średnie ogólne,???
1272,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1286,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1293,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1295,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1319,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1322,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1327,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1356,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1358,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1382,9,NA,NA,NA,NA,Średnie ogólne,???
1393,9,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1404,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1412,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1413,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1430,9,NA,NA,NA,NA,Średnie ogólne,???
1450,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1469,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1475,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1477,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1490,9,NA,NA,NA,NA,Średnie techniczne,???
1501,9,NA,NA,NA,NA,Średnie ogólne,???
1503,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1529,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1548,9,NA,NA,NA,NA,Średnie ogólne,???
1567,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1578,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1581,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1588,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1591,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1599,9,NA,NA,NA,NA,Średnie ogólne,???
1605,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1634,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1653,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
1666,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1672,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1705,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1712,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1719,9,NA,NA,NA,NA,Średnie ogólne,???
1739,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1740,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1792,9,NA,NA,NA,NA,Wyższe,???
1851,9,NA,NA,NA,NA,Średnie ogólne,???
1860,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,9,NA,NA,NA,NA,Średnie ogólne,???
1866,9,NA,NA,NA,NA,Średnie ogólne,???
1870,9,NA,NA,NA,NA,Średnie ogólne,???
1909,9,NA,NA,NA,NA,Średnie ogólne,???
1959,9,NA,NA,NA,NA,Średnie ogólne,???
1971,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
1974,9,NA,NA,NA,NA,Średnie techniczne,???
1978,9,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1984,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1994,9,NA,NA,NA,NA,Wyższe rolnicze,???
2000,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2004,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2019,9,NA,NA,NA,NA,Wyższe,Główny agronom
2024,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,9,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2036,9,NA,NA,NA,NA,Wyższe,Właściciel
2051,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,9,NA,NA,NA,NA,Wyższe,???
2064,9,NA,NA,NA,NA,Średnie techniczne,???
2069,9,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,9,NA,NA,NA,NA,Wyższe,???
2082,9,NA,NA,NA,NA,Wyższe,Główny agronom
2083,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,9,NA,NA,NA,NA,Wyższe,???
2101,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,9,NA,NA,NA,NA,Wyższe,Właściciel
2128,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2138,9,NA,NA,NA,NA,Wyższe,???
2150,9,NA,NA,NA,NA,Wyższe,???
2159,9,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2180,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2196,9,NA,NA,NA,NA,Średnie techniczne,???
2198,9,NA,NA,NA,NA,Wyższe,Właściciel
2209,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2210,9,NA,NA,NA,NA,Wyższe,???
2218,9,NA,NA,NA,NA,Wyższe,???
2223,9,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2231,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,9,NA,NA,NA,NA,Średnie ogólne,???
2269,9,NA,NA,NA,NA,Średnie ogólne,???
2270,9,NA,NA,NA,NA,Wyższe,Właściciel
2283,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2291,9,NA,NA,NA,NA,Wyższe,Główny agronom
2300,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2309,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2311,9,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2316,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2326,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2329,9,NA,NA,NA,NA,Średnie ogólne,???
2341,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
2343,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2355,9,NA,NA,NA,NA,Wyższe rolnicze,???
2420,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2422,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,9,NA,NA,NA,NA,Wyższe rolnicze,Inne
2437,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,9,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2442,9,NA,NA,NA,NA,Wyższe rolnicze,???
2446,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2452,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2457,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,9,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,9,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2500,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,9,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
2520,9,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2537,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,9,NA,NA,NA,NA,Średnie techniczne,???
2545,9,NA,NA,NA,NA,Wyższe,Główny agronom
2549,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2563,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,9,NA,NA,NA,NA,Średnie techniczne,???
2571,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2574,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2603,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2613,9,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2631,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,9,NA,NA,NA,NA,Wyższe,???
2638,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,9,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,9,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,9,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,9,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,9,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,9,NA,NA,NA,NA,Średnie ogólne,Właściciel
2688,9,NA,NA,NA,NA,Średnie ogólne,???
2703,9,NA,NA,NA,NA,Wyższe,???
2707,9,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
